survey_timestamp,participant_class,college ,department,Gender,race,computer_user_type,pc/laptop,purchase_year,screen_size,screen_size_other,warranty,webcam,computer_rating,computer_model,computer_ownership,os,os_version,processor,memory,harddisk,data_sizein_computer,data_backup,backup_method,external_backup_disk_brand,cloud_brand,backup_freq,automatic_backup,loss_of_data,have-secondary_computer,secondary_primary_sync,have_smartphone,smartphone_brand,smartphone_model,have_smartwatch,smartwatch_brand,smartwatch_model,confidence_level_on_sw_installation,internet_speed,internet_connection_reliability,Completion_status
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:39,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,Multiracial,Power User [... plus programming/analytics],Laptop,2014,15'',,No,Built-in to my computer,Good,Apple Macbook Pro,University property,Mac OS,Catalina,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,Yes,Both,Seagate,Dropbox,Daily,Yes,No,Yes,Yes,Yes,iPhone,iPhone 8,Yes,Fitbit,Fitbit Versa,Very confident,100 - 300 Mbps,Average,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Economics,Male,Prefer Not to Say,Power User [... plus programming/analytics],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:45,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i7,16 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 7,No,,,Moderately confident,> 500 Mbps,Excellent,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:45,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2018,13'',,2 year ,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Weekly,Yes,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Somewhat confident,100 - 300 Mbps,Average,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:51,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Other,University property,Windows OS,Windows 10 Home,Intel Core i5,8 GB,512 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Monthly,No,No,No,,Yes,iPhone,iPhone 6s,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
7/27/2020 16:43,Senior,College of Liberal Arts and Social Sciences,Political Science,Female,Asian American,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Poor,Other,Own,Chrome OS,Windows 10 Home,Intel Core i9,8 GB,1 TB,500 GB - 1 TB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 6s,No,,,Not confident,100 - 300 Mbps,Poor,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Hispanic Studies,Female,African American,Standard User [document writing/email/web],Laptop,2012,14'',,No,Built-in to my computer,Poor,Other,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:46,Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2019,15'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Windows 10 Home,Intel Core i7,32 GB,512 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Moderately confident,< 100 Mbps,Fair,Complete
[not completed],Masters Student (MS),College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,High Sierra,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,White,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:08,Freshman,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,Hispanic,Standard User [document writing/email/web],Laptop,2016,14'',,No,Built-in to my computer,Excellent,Other,Own,Mac OS,Windows 10 Home,Other,8 GB,1 TB,500 GB - 1 TB,Yes,Cloud,,Microsoft OneDrive,Other,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,300 - 500 Mbps,Excellent,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,14'',,No,No,Fair,Other,Own,Windows OS,Other,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:55,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Mojave,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,Both,WD,Apple iCloud,Other,No,No,No,,Yes,iPhone,iPhone 7,No,,,Moderately confident,> 500 Mbps,Good,Complete
7/27/2020 16:52,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,African American,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Average,Apple Macbook Pro,Own,Mac OS,Catalina,Other,16 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,100 - 300 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,14'',,No,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:55,Senior,College of Liberal Arts and Social Sciences,Economics,Male,White,Power User [... plus programming/analytics],Laptop,2018,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Pro,Intel Core i9,16 GB,1 TB,100 GB - 500 GB,Yes,Both,Seagate,Other,Daily,Yes,No,Yes,No,Yes,Samsung,Samsung Galaxy,Yes,Samsung,Samsung Galaxy Watch,Very confident,> 500 Mbps,Excellent,Complete
7/27/2020 16:58,Post-Baccalaureate (second degree),College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,African American,Standard User [document writing/email/web],Laptop,2011,15'',,No,Built-in to my computer,Fair,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i5,32 GB,> 1 TB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,Yes,Fitbit,Fitbit Versa,Not confident,300 - 500 Mbps,Fair,Complete
7/27/2020 16:55,Senior,College of Natural Sciences and Mathematics,Biology and Biochemistry,Male,White,Standard User [document writing/email/web],Laptop,2015,14'',,No,Built-in to my computer,Average,Microsoft Surface,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,Yes,No,,Yes,iPhone,iPhone 6,No,,,Moderately confident,100 - 300 Mbps,Fair,Complete
[not completed],Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,White,Power User [... plus programming/analytics],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Political Science,Male,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 16:58,Junior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Tablet,2020,13'',,1 year,Built-in to my computer,Good,Other,Own,Other,Other,Other,> 32 GB,128 GB,< 100 GB,Yes,Cloud,,Google Drive,Daily,No,No,Yes,Yes,Yes,iPhone,iPhone 7,No,,,Somewhat confident,< 100 Mbps,Fair,Complete
7/27/2020 16:56,Masters Student (MS),College of Liberal Arts and Social Sciences,Other,Male,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,256 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 1,Moderately confident,100 - 300 Mbps,Good,Complete
7/27/2020 17:05,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,15'',,3 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,256 GB,500 GB - 1 TB,Yes,Cloud,,Apple iCloud,Weekly,Yes,No,No,,Yes,iPhone,iPhone 11 Pro Max,Yes,Apple Watch,Apple Watch 3,Neutral,300 - 500 Mbps,Average,Complete
7/27/2020 16:58,Junior,College of Liberal Arts and Social Sciences,History,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,14'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,128 GB,< 100 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 6s plus,Yes,Apple Watch,Apple Watch 3,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 17:00,Sophomore,College of Liberal Arts and Social Sciences,Economics,Male,International (visa holders),Standard User [document writing/email/web],Laptop,2017,17'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Pro,Intel Core i5,16 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Weekly,Yes,Yes,Yes,Yes,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Somewhat confident,300 - 500 Mbps,Average,Complete
7/27/2020 17:02,Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Daily,Yes,No,Yes,Yes,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 3,Neutral,300 - 500 Mbps,Good,Complete
7/27/2020 17:02,Freshman,College of Liberal Arts and Social Sciences,Other,Male,White,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Excellent,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,Intel Core i7,32 GB,256 GB,500 GB - 1 TB,Yes,Cloud,,Apple iCloud,Monthly,Yes,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 5,Moderately confident,100 - 300 Mbps,Average,Complete
7/27/2020 17:01,Senior,College of Liberal Arts and Social Sciences,History,Male,Hispanic,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,> 1 TB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,Samsung,Samsung Galaxy,No,,,Very confident,< 100 Mbps,Excellent,Complete
7/27/2020 17:05,Junior,College of Liberal Arts and Social Sciences,Health and Human Performance,Male,Hispanic,Standard User [document writing/email/web],Laptop,2018,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i5,8 GB,256 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone SE,No,,,Moderately confident,< 100 Mbps,Poor,Complete
7/27/2020 17:05,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,16 GB,1 TB,100 GB - 500 GB,Yes,External backup disk,Seagate,,Other,No,No,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Somewhat confident,300 - 500 Mbps,Good,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,3 year,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:06,Senior,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,16 GB,256 GB,100 GB - 500 GB,Yes,Cloud,,Microsoft OneDrive,Daily,No,Yes,Yes,Yes,Yes,Samsung,Samsung Galaxy Note 9,Yes,Fitbit,Fitbit Versa,Somewhat confident,< 100 Mbps,Average,Complete
7/27/2020 17:08,Junior,College of Liberal Arts and Social Sciences,Other,Male,Asian American,Standard User [document writing/email/web],Laptop,2020,13'',,Other,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,Yes,External backup disk,WD,,Monthly,No,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,100 - 300 Mbps,Average,Complete
7/27/2020 17:06,Freshman,College of Liberal Arts and Social Sciences,History,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Weekly,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Not confident,300 - 500 Mbps,Fair,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Tablet,2018,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Chrome OS,Other,Intel Core i9,16 GB,128 GB,< 100 GB,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Modern and Classical Languages,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,14'',,No,Built-in to my computer,Average,Dell Inspiron 5000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,300 - 500 Mbps,,Incomplete
7/27/2020 17:07,Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,15'',,1 year,Built-in to my computer,Average,Lenovo Yoga,Own,Windows OS,Windows 10 Pro,Intel Core i7,> 32 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Google Drive,Weekly,No,No,No,,Yes,iPhone,iPhone 8,Yes,Apple Watch,Apple Watch 3,Neutral,> 500 Mbps,Excellent,Complete
7/27/2020 17:09,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i7,8 GB,512 GB,100 GB - 500 GB,Yes,External backup disk,Other,,Weekly,Yes,No,No,,Yes,iPhone,iPhone 8,No,,,Somewhat confident,100 - 300 Mbps,Poor,Complete
7/27/2020 17:14,Junior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i9,8 GB,256 GB,100 GB - 500 GB,Yes,External backup disk,Other,,Other,No,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,< 100 Mbps,Excellent,Complete
7/27/2020 17:12,Freshman,College of Liberal Arts and Social Sciences,Economics,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Other,Intel Core i5,4 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 7 plus,No,,,Neutral,100 - 300 Mbps,Fair,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2015,Other,"10""",No,Built-in to my computer,Excellent,Microsoft Surface,Own,Windows OS,Windows 8,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Psychology,Male,Hispanic,Standard User [document writing/email/web],Laptop,2019,14'',,1 year,Built-in to my computer,Good,Microsoft Surface,Own,Windows OS,Windows 10 Pro,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Asian American,Standard User [document writing/email/web],Laptop,2019,13'',,No,Built-in to my computer,Good,Dell Inspiron 5000,Own,Windows OS,Windows 10 Pro,Intel Core i7,8 GB,,500 GB - 1 TB,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:18,Doctoral Student (PhD),College of Liberal Arts and Social Sciences,Psychology,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,High Sierra,Intel Core i7,8 GB,128 GB,< 100 GB,Yes,Both,Other,Apple iCloud,Other,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Very confident,> 500 Mbps,Good,Complete
7/27/2020 17:16,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,African American,Standard User [document writing/email/web],Laptop,2014,14'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i7,32 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Weekly,Yes,Yes,No,,Yes,iPhone,iPhone 8,No,,,Neutral,100 - 300 Mbps,Average,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2018,15'',,1 year,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Mojave,,,,,,,,,,,,,,,,,,,,,,,Incomplete
[not completed],Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Asian American,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:18,Sophomore,College of Liberal Arts and Social Sciences,Psychology,Male,Asian American,Standard User [document writing/email/web],Laptop,2019,15'',,No,Built-in to my computer,Good,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,16 GB,> 1 TB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 11,No,,,Neutral,100 - 300 Mbps,Average,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Sociology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Average,Apple Macbook Air,Own,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:20,Sophomore,College of Liberal Arts and Social Sciences,Political Science,Female,Hispanic,Standard User [document writing/email/web],Laptop,2014,13'',,No,No,Poor,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,Intel Core i9,4 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iphone 6s,No,,,Not confident,100 - 300 Mbps,Average,Complete
7/27/2020 17:20,Freshman,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2020,15'',,No,Built-in to my computer,Excellent,Other,Own,Windows OS,Windows 10 Home,Intel Core i7,8 GB,1 TB,500 GB - 1 TB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 3,Somewhat confident,300 - 500 Mbps,Good,Complete
7/27/2020 17:24,Senior,College of Liberal Arts and Social Sciences,Psychology,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,iPhone,iPhone 11,No,,,Very confident,100 - 300 Mbps,Good,Complete
7/27/2020 17:25,Senior,College of Liberal Arts and Social Sciences,Psychology,Male,Asian American,Standard User [document writing/email/web],Laptop,2017,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone X Series,No,,,Moderately confident,300 - 500 Mbps,Excellent,Complete
7/27/2020 17:50,Sophomore,College of Liberal Arts and Social Sciences,English,Female,Asian American,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Catalina,Intel Core i5,8 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Weekly,No,No,No,,Yes,iPhone,iPhone 11,Yes,Apple Watch,Apple Watch 1,Moderately confident,300 - 500 Mbps,Good,Complete
[not completed],Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:33,Freshman,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,Hispanic,Standard User [document writing/email/web],Laptop,2016,13'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iphone 6s,No,,,Somewhat confident,< 100 Mbps,Good,Complete
7/27/2020 17:26,Junior,College of Liberal Arts and Social Sciences,Communication Sciences and Disorders,Female,White,Standard User [document writing/email/web],Laptop,2018,15'',,No,Built-in to my computer,Average,Other,Own,Chrome OS,Other,Other,4 GB,128 GB,< 100 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,300 - 500 Mbps,Good,Complete
7/27/2020 17:33,Post-Baccalaureate (second degree),College of Liberal Arts and Social Sciences,History,Female,White,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Fair,Dell Inspiron 7000,Own,Windows OS,Windows 10 Home,Intel Core i5,8 GB,256 GB,100 GB - 500 GB,Yes,External backup disk,WD,,Monthly,No,Yes,Yes,No,Yes,Google,Google Pixel 3XL,Yes,Fitbit,Fitbit Versa,Neutral,100 - 300 Mbps,Average,Complete
7/27/2020 17:29,Senior,College of Liberal Arts and Social Sciences,English,Non-binary/non-conforming,Hispanic,Standard User [document writing/email/web],Laptop,2020,13'',,No,Built-in to my computer,Average,Other,Own,Windows OS,Windows 10 Home,Intel Core i5,32 GB,128 GB,< 100 GB,No,,,,,,No,Yes,No,Yes,Samsung,Samsung Galaxy,No,,,Somewhat confident,100 - 300 Mbps,Good,Complete
[not completed],Sophomore,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Male,White,Standard User [document writing/email/web],Laptop,2019,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:29,Senior,College of Liberal Arts and Social Sciences,Economics,Male,White,Power User [... plus programming/analytics],Laptop,2016,14'',,No,Built-in to my computer,Good,Apple Macbook Air,Own,Mac OS,Other,Other,> 32 GB,128 GB,< 100 GB,Yes,Cloud,,Apple iCloud,Other,No,Yes,No,,Yes,iPhone,iPhone 8,No,,,Neutral,100 - 300 Mbps,Fair,Complete
7/27/2020 17:30,Junior,College of Liberal Arts and Social Sciences,Political Science,Female,Asian American,Standard User [document writing/email/web],Laptop,2018,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i9,> 32 GB,256 GB,100 GB - 500 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone X Series,No,,,Not confident,100 - 300 Mbps,Fair,Complete
7/27/2020 17:32,Senior,College of Liberal Arts and Social Sciences,History,Male,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,No,Built-in to my computer,Average,Lenovo ThinkPad,Own,Windows OS,Windows 10 Home,AMD Ryzen,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,Samsung,Samsung Galaxy,No,,,Moderately confident,100 - 300 Mbps,Average,Complete
[not completed],Freshman,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,Hispanic,Standard User [document writing/email/web],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:33,Junior,College of Liberal Arts and Social Sciences,English,Male,White,Standard User [document writing/email/web],Desktop,2020,Other,27,3 year,No,Good,Other,Own,Mac OS,Catalina,Intel Core i7,16 GB,1 TB,500 GB - 1 TB,Yes,Both,WD,Apple iCloud,Weekly,Yes,Yes,Yes,Yes,Yes,iPhone,iPhone 8,No,,,Moderately confident,100 - 300 Mbps,Average,Complete
[not completed],Senior,College of Liberal Arts and Social Sciences,Health and Human Performance,Female,African American,Standard User [document writing/email/web],Laptop,2015,13'',,No,Built-in to my computer,Good,Dell Inspiron 3000,Own,Windows OS,Windows 10 Home,,,,,,,,,,,,,,,,,,,,,,,Incomplete
7/27/2020 17:39,Senior,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2014,13'',,No,Built-in to my computer,Good,Apple Macbook Pro,Own,Mac OS,Catalina,Intel Core i9,32 GB,128 GB,< 100 GB,Yes,Both,Seagate,Apple iCloud,Monthly,No,No,Yes,Yes,Yes,iPhone,iPhone 11,No,,,Somewhat confident,100 - 300 Mbps,Fair,Complete
7/27/2020 17:42,Sophomore,College of Liberal Arts and Social Sciences,Jack J. Valenti School of Communication,Female,Hispanic,Standard User [document writing/email/web],Laptop,2011,13'',,No,Built-in to my computer,Average,Other,Other,Mac OS,High Sierra,Other,16 GB,512 GB,500 GB - 1 TB,Yes,Cloud,,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone 7,No,,,Neutral,100 - 300 Mbps,Fair,Complete
7/27/2020 17:42,Freshman,College of Liberal Arts and Social Sciences,English,Female,White,Standard User [document writing/email/web],Laptop,2020,13'',,1 year,Built-in to my computer,Excellent,Apple Macbook Air,Own,Mac OS,Catalina,Other,8 GB,256 GB,< 100 GB,No,,,,,,No,Yes,Yes,Yes,iPhone,iPhone 8,No,,,Somewhat confident,300 - 500 Mbps,Average,Complete
7/27/2020 17:43,Sophomore,College of Natural Sciences and Mathematics,Biology and Biochemistry,Female,Hispanic,Standard User [document writing/email/web],Laptop,2017,13'',,2 year ,Built-in to my computer,Average,Apple Macbook Air,Own,Mac OS,Other,Other,> 32 GB,128 GB,100 GB - 500 GB,Yes,Cloud,,Apple iCloud,Monthly,No,No,No,,Yes,iPhone,iPhone 7,No,,,Not confident,100 - 300 Mbps,Fair,Complete
7/27/2020 17:43,Senior,College of Liberal Arts and Social Sciences,Political Science,Female,White,Standard User [document writing/email/web],Laptop,2016,15'',,No,Built-in to my computer,Fair,Other,Own,Windows OS,Windows 10 Home,Other,8 GB,256 GB,100 GB - 500 GB,No,,,,,,No,No,,Yes,iPhone,iPhone X Series,Yes,Apple Watch,Apple Watch 2,Not confident,100 - 300 Mbps,Average,Complete
